show_id,title,type,genre,language,release_year,imdb_rating,duration_mins,is_original,total_views
160,Magni Show,Movie,Sci-Fi,Bengali,2003,4.8,147,True,614007
161,Unde Show,TV Show,Sci-Fi,Hindi,2001,6.9,81,True,554575
162,Doloremque Show,TV Show,Sci-Fi,Telugu,2019,9.7,124,False,726206
163,Libero Show,TV Show,Thriller,English,2021,8.5,141,True,212935
164,Perferendis Show,TV Show,Comedy,Hindi,2021,9.8,87,False,108006
165,Rem Show,Movie,Romance,Bengali,2021,9.6,116,False,680500
166,Ipsum Show,TV Show,Sci-Fi,Tamil,2015,6.6,32,False,881665
167,Reprehenderit Show,TV Show,Thriller,English,1990,7.9,145,False,496333
168,Reiciendis Show,Movie,Comedy,Telugu,1991,4.2,45,False,31657
169,Assumenda Show,TV Show,Horror,Bengali,2006,6.3,159,True,977998
170,Voluptatum Show,TV Show,Romance,Tamil,2019,8.6,52,False,506036
171,Alias Show,TV Show,Action,Bengali,1996,6.7,127,True,540034
172,Id Show,Movie,Action,Telugu,2016,7.9,39,True,727787
173,Perferendis Show,Movie,Drama,Hindi,1998,8.2,94,True,499408
174,Sequi Show,TV Show,Sci-Fi,Telugu,2011,5.1,51,True,353211
175,Explicabo Show,TV Show,Drama,English,2023,9.0,81,False,495722
176,Commodi Show,TV Show,Comedy,Tamil,1990,6.4,140,False,181566
177,Deleniti Show,TV Show,Action,Hindi,1998,4.8,109,False,401961
178,Ullam Show,Movie,Sci-Fi,Bengali,2009,9.0,162,False,395639
179,Ex Show,Movie,Comedy,English,2008,6.1,82,False,834737
180,Dolor Show,Movie,Thriller,English,1993,8.2,52,True,930563
181,Itaque Show,Movie,Drama,English,1998,7.0,135,False,505107
182,Incidunt Show,TV Show,Horror,Hindi,2011,5.9,120,True,287865
183,Nemo Show,TV Show,Action,English,2007,8.6,148,True,257769
184,Accusamus Show,TV Show,Action,Hindi,2001,7.2,167,True,211859
185,Commodi Show,Movie,Action,Telugu,1998,6.0,149,True,501627
186,Quod Show,TV Show,Documentary,Bengali,1995,4.2,122,False,489247
187,Saepe Show,Movie,Horror,English,2008,9.1,91,False,466399
188,Commodi Show,Movie,Romance,English,1996,3.7,111,False,428895
189,Cum Show,Movie,Romance,Hindi,2005,8.9,36,False,885327
190,Enim Show,Movie,Sci-Fi,Tamil,1994,5.8,129,True,457854
191,Incidunt Show,Movie,Drama,English,2005,7.5,103,False,815709
192,Eveniet Show,TV Show,Drama,Bengali,1990,9.3,167,True,854307
193,Fuga Show,Movie,Documentary,Tamil,2008,4.5,86,False,642222
194,Provident Show,Movie,Action,Tamil,2006,7.1,59,False,408980
195,Voluptatum Show,TV Show,Comedy,English,2015,8.3,32,False,204054
196,Maiores Show,TV Show,Romance,Bengali,2011,8.3,43,True,521013
197,Pariatur Show,Movie,Romance,Hindi,1997,6.8,106,True,773999
198,Atque Show,TV Show,Horror,English,2022,7.4,112,False,148953
199,Eligendi Show,TV Show,Romance,Tamil,1991,8.3,167,False,601964
200,Error Show,TV Show,Romance,Bengali,2019,8.8,108,False,182014
201,Sapiente Show,TV Show,Romance,Telugu,2009,8.3,67,False,242768
202,Vitae Show,Movie,Sci-Fi,Bengali,2007,5.7,171,True,271345
203,Soluta Show,Movie,Action,Tamil,1999,9.8,69,True,246360
204,Non Show,TV Show,Comedy,Telugu,2013,6.2,169,False,249858
205,Voluptate Show,Movie,Documentary,Tamil,1993,3.7,171,False,25568
206,Dolorum Show,TV Show,Horror,English,1993,5.8,158,False,687690
207,Officiis Show,TV Show,Comedy,English,2002,4.3,97,False,790248
208,Nobis Show,Movie,Drama,English,2014,4.3,78,False,296238
209,Quisquam Show,TV Show,Drama,Telugu,2002,5.3,47,False,870234
210,Nesciunt Show,Movie,Documentary,Telugu,2007,3.8,93,True,281199
211,Commodi Show,Movie,Horror,Hindi,2013,7.8,125,False,366450
212,Ea Show,TV Show,Sci-Fi,Hindi,1991,4.0,57,False,150630
213,Possimus Show,Movie,Horror,English,2022,4.8,54,True,530523
214,Excepturi Show,Movie,Thriller,Bengali,2008,4.1,177,False,886659
215,Illum Show,Movie,Horror,English,1998,3.9,59,False,672521
216,Debitis Show,TV Show,Horror,Hindi,2017,5.2,131,False,971922
217,Cum Show,TV Show,Action,Hindi,1999,7.1,146,False,408763
218,Cum Show,Movie,Romance,Bengali,1990,9.6,135,False,655235
219,Distinctio Show,Movie,Sci-Fi,Telugu,2010,9.0,103,True,222104
220,Alias Show,Movie,Sci-Fi,English,1998,9.0,98,False,162980
221,Doloremque Show,TV Show,Comedy,Hindi,2004,4.6,37,True,440785
222,Sit Show,Movie,Thriller,Tamil,1994,5.2,152,True,360332
223,Commodi Show,TV Show,Romance,Hindi,2011,4.0,126,True,783722
224,Voluptatem Show,TV Show,Horror,English,2012,8.4,130,True,495344
225,Voluptatum Show,TV Show,Documentary,Tamil,1996,3.9,30,False,317403
226,Enim Show,Movie,Drama,Tamil,2012,7.0,124,True,188093
227,Provident Show,Movie,Horror,Hindi,2014,5.1,36,False,907840
228,Blanditiis Show,Movie,Drama,English,2016,5.0,91,True,338025
229,Et Show,TV Show,Documentary,Hindi,1995,9.7,140,True,527358
230,Animi Show,TV Show,Romance,Bengali,2023,8.3,116,True,876698
231,Consectetur Show,TV Show,Drama,Bengali,1998,8.8,116,False,990584
232,Illum Show,TV Show,Drama,Bengali,2022,7.1,152,True,890336
233,Rerum Show,TV Show,Documentary,Telugu,1995,9.0,37,True,296832
234,Inventore Show,TV Show,Thriller,English,2020,7.6,93,True,498611
235,Ratione Show,Movie,Action,Bengali,2023,9.5,165,True,643458
236,Aliquid Show,Movie,Horror,Tamil,2018,5.3,160,False,965115
237,Dolorem Show,Movie,Sci-Fi,English,2003,7.3,156,True,286000
238,Sit Show,Movie,Romance,Telugu,2004,7.8,156,True,703934
239,Qui Show,Movie,Sci-Fi,Tamil,1997,6.0,145,False,149899
240,Sed Show,TV Show,Sci-Fi,Bengali,2015,9.0,78,True,669059
241,Architecto Show,TV Show,Sci-Fi,Telugu,2010,9.7,159,True,102105
242,Quos Show,TV Show,Documentary,Telugu,2017,6.6,156,False,84695
243,Quisquam Show,Movie,Romance,Hindi,1993,6.0,166,True,467972
244,Tenetur Show,Movie,Comedy,Telugu,2005,6.5,75,False,937180
245,Quia Show,TV Show,Romance,Hindi,2011,8.9,94,True,528991
246,Atque Show,Movie,Sci-Fi,English,2001,7.6,119,False,622481
247,Repellendus Show,TV Show,Thriller,Tamil,2005,3.8,58,False,952097
248,Modi Show,TV Show,Sci-Fi,Tamil,2018,6.9,62,True,375645
249,Veritatis Show,Movie,Romance,Telugu,2007,3.6,57,False,107015
250,Neque Show,Movie,Romance,English,1999,8.4,124,True,82547
251,Incidunt Show,Movie,Documentary,Hindi,2007,5.6,112,False,119429
252,Magni Show,Movie,Horror,Tamil,1990,6.5,141,True,489507
253,Dolore Show,Movie,Action,Tamil,2010,8.5,143,False,156786
254,Eaque Show,TV Show,Documentary,Tamil,1990,3.8,58,False,349516
255,Cum Show,TV Show,Drama,English,2004,4.5,168,True,904379
256,Rem Show,TV Show,Comedy,Telugu,1993,6.0,131,True,870514
257,Corrupti Show,Movie,Comedy,Tamil,2009,4.9,133,False,889175
258,Veritatis Show,TV Show,Thriller,English,1999,5.6,77,True,246358
259,Repellat Show,Movie,Comedy,Hindi,2012,9.8,153,True,167373
260,Rerum Show,TV Show,Action,Telugu,2023,8.7,140,False,694740
261,Amet Show,TV Show,Romance,Bengali,2022,9.1,53,True,141623
262,Quam Show,TV Show,Horror,Hindi,2023,9.4,52,True,631522
263,Dolor Show,Movie,Romance,Bengali,1999,5.6,45,True,806041
264,Atque Show,Movie,Romance,Tamil,2009,5.4,56,True,355816
265,Velit Show,TV Show,Action,Telugu,1990,5.0,162,True,332352
266,Esse Show,Movie,Thriller,Tamil,2002,8.7,64,True,658520
267,Earum Show,TV Show,Documentary,Bengali,1990,7.8,85,True,189698
268,Iste Show,Movie,Thriller,Tamil,1994,5.0,156,True,130567
269,Mollitia Show,Movie,Thriller,Hindi,2005,5.9,167,False,133869
270,Ratione Show,Movie,Comedy,Bengali,2004,6.7,67,False,619536
271,Voluptatem Show,TV Show,Horror,Hindi,2017,6.8,38,True,929675
272,Enim Show,TV Show,Sci-Fi,Tamil,2020,9.1,98,False,354446
273,Consequatur Show,Movie,Horror,Tamil,2012,5.9,34,True,704318
274,Numquam Show,Movie,Sci-Fi,Tamil,2006,9.2,113,False,755908
275,Distinctio Show,Movie,Drama,Bengali,2023,6.3,168,True,679813
276,Eveniet Show,TV Show,Action,Hindi,2002,8.2,89,False,598717
277,Non Show,Movie,Drama,Telugu,2003,9.4,164,False,283936
278,Sunt Show,Movie,Thriller,Tamil,2000,9.2,96,False,920434
279,Natus Show,TV Show,Documentary,Tamil,2017,3.9,98,False,672065
280,Porro Show,Movie,Action,Telugu,2021,4.8,106,True,740798
281,Asperiores Show,Movie,Action,Bengali,2020,6.5,173,True,325738
282,In Show,Movie,Documentary,English,2006,6.2,147,False,525335
283,Voluptatem Show,TV Show,Documentary,Bengali,1998,7.5,41,True,1133
284,Atque Show,TV Show,Drama,English,1999,9.5,56,False,966126
285,Perspiciatis Show,Movie,Sci-Fi,Tamil,1997,4.2,114,False,743955
286,Blanditiis Show,TV Show,Action,Hindi,2010,6.3,137,False,12238
287,Accusamus Show,TV Show,Comedy,Bengali,2002,4.7,84,True,298276
288,Ullam Show,Movie,Romance,Bengali,1994,9.1,81,True,364957
289,Esse Show,Movie,Romance,Bengali,1995,9.6,66,True,160154
290,Voluptas Show,Movie,Horror,Telugu,2019,6.5,142,False,502845
291,Quo Show,Movie,Documentary,Telugu,2020,4.2,149,True,374807
292,Recusandae Show,TV Show,Thriller,Telugu,2006,8.4,44,True,843737
293,Consectetur Show,Movie,Thriller,Hindi,2000,7.9,113,False,578534
294,Sit Show,TV Show,Action,Hindi,2009,5.7,112,True,52689
295,Cum Show,Movie,Action,Bengali,1998,9.1,94,True,959268
296,Quae Show,Movie,Thriller,Telugu,1991,9.6,32,False,154440
297,Perferendis Show,TV Show,Romance,Hindi,1990,7.0,134,False,298383
298,Illum Show,Movie,Horror,Hindi,1993,7.1,162,False,593258
299,Amet Show,TV Show,Drama,Telugu,2014,5.4,166,False,251781
300,Iste Show,TV Show,Sci-Fi,Tamil,1992,7.2,158,True,726231
301,Aliquam Show,Movie,Action,Bengali,1998,6.3,59,True,606847
302,Culpa Show,Movie,Romance,Bengali,2011,5.4,100,True,740585
303,Excepturi Show,Movie,Romance,Bengali,2012,3.9,177,False,128019
304,Enim Show,Movie,Romance,Hindi,2001,5.1,122,True,355066
305,Dolore Show,Movie,Sci-Fi,Hindi,1999,4.7,56,False,440486
306,Adipisci Show,TV Show,Drama,Telugu,2023,6.9,92,False,612889
307,Expedita Show,Movie,Sci-Fi,Hindi,1999,7.3,110,False,729339
308,Fugit Show,TV Show,Thriller,Bengali,2019,7.3,60,True,121632
309,Fuga Show,TV Show,Sci-Fi,Hindi,2011,5.9,176,True,45014
310,Rerum Show,TV Show,Romance,English,1995,6.2,143,False,721240
311,Maxime Show,TV Show,Thriller,Hindi,1991,8.8,131,True,278809
312,Non Show,TV Show,Romance,English,2019,6.5,122,True,303686
313,Aliquam Show,Movie,Comedy,Hindi,1991,9.7,164,False,874201
314,Possimus Show,TV Show,Thriller,Tamil,2021,6.3,100,True,693328
315,Autem Show,TV Show,Action,Tamil,2005,7.6,115,True,286625
316,Facere Show,Movie,Documentary,Telugu,2001,3.8,165,False,857990
317,Quas Show,Movie,Documentary,Telugu,1990,7.6,57,True,446860
318,Pariatur Show,TV Show,Action,Telugu,1997,8.9,111,True,310098
319,Mollitia Show,TV Show,Horror,Tamil,2002,9.4,124,True,121156
320,Laborum Show,TV Show,Action,English,2004,9.8,46,False,893675
321,Aspernatur Show,TV Show,Horror,Hindi,1997,5.3,168,False,534433
322,Possimus Show,Movie,Sci-Fi,Telugu,1999,7.1,172,True,232049
323,Odit Show,Movie,Drama,English,1994,6.3,124,True,706854
324,Laborum Show,TV Show,Romance,Tamil,2008,7.1,150,True,61835
325,Voluptatibus Show,Movie,Comedy,Bengali,2000,4.5,35,True,650910
326,Dolor Show,TV Show,Sci-Fi,English,2009,8.9,41,False,590794
327,Magnam Show,TV Show,Sci-Fi,Tamil,2009,9.2,116,False,568352
328,Voluptatum Show,TV Show,Horror,Tamil,2010,6.3,132,False,238807
329,Ullam Show,TV Show,Thriller,Tamil,2007,5.3,133,False,262076
330,Officia Show,TV Show,Documentary,Tamil,1999,4.4,64,False,548242
331,Distinctio Show,Movie,Action,Hindi,2023,7.8,96,False,622160
332,Et Show,TV Show,Comedy,Telugu,2015,5.5,135,True,110120
333,Autem Show,TV Show,Thriller,Telugu,2019,9.2,121,True,695411
334,Minus Show,TV Show,Sci-Fi,Tamil,1998,7.7,92,True,93221
335,Eos Show,Movie,Action,Tamil,2020,7.6,112,True,480383
336,Cumque Show,Movie,Horror,Telugu,1993,7.0,111,True,531862
337,Mollitia Show,Movie,Action,Bengali,1995,3.8,60,True,819813
338,Alias Show,Movie,Thriller,Bengali,2003,9.4,66,False,420255
339,Eius Show,TV Show,Documentary,Bengali,1993,7.5,162,False,268475
340,Ut Show,TV Show,Documentary,Hindi,2015,9.8,144,True,771447
341,Praesentium Show,Movie,Comedy,Tamil,2006,6.9,150,True,555700
342,Temporibus Show,TV Show,Horror,Tamil,2008,8.0,161,True,347001
343,Provident Show,TV Show,Comedy,Bengali,1995,3.9,147,True,636420
344,Autem Show,TV Show,Comedy,English,2018,7.5,67,True,18458
345,Consectetur Show,Movie,Action,Bengali,2000,8.3,139,True,277202
346,Totam Show,TV Show,Comedy,Bengali,2005,8.4,176,False,953845
347,Velit Show,Movie,Romance,Bengali,2019,8.4,55,True,560453
348,Aspernatur Show,Movie,Sci-Fi,Telugu,2014,4.9,156,False,321569
349,Ipsam Show,Movie,Action,Telugu,2000,9.6,81,False,525706
350,Voluptas Show,Movie,Action,Tamil,1996,9.8,147,False,518256
351,Nulla Show,TV Show,Documentary,Hindi,2015,4.0,90,True,607847
352,Aliquam Show,Movie,Documentary,Tamil,2011,9.4,179,False,838668
353,Eaque Show,TV Show,Thriller,English,2014,5.3,174,True,824789
354,Rem Show,TV Show,Comedy,Tamil,2008,7.8,168,False,869710
355,Similique Show,TV Show,Comedy,Bengali,2020,5.6,140,True,84723
356,Modi Show,TV Show,Action,Hindi,2015,9.6,78,True,956476
357,Enim Show,TV Show,Action,Telugu,2012,4.1,136,True,959161
358,Assumenda Show,Movie,Drama,Tamil,2002,6.6,122,False,114290
359,Nisi Show,TV Show,Comedy,English,2014,6.2,153,False,312834
360,Natus Show,Movie,Action,English,1991,5.6,90,True,857407
361,Officiis Show,TV Show,Documentary,Hindi,1991,7.6,169,False,319184
362,Adipisci Show,Movie,Drama,English,2005,4.3,170,True,158866
363,Accusantium Show,TV Show,Thriller,Hindi,1998,8.0,87,True,928409
364,Laborum Show,TV Show,Romance,English,2017,9.7,40,True,198473
365,Saepe Show,TV Show,Comedy,Telugu,2002,8.6,168,False,93179
366,Sequi Show,TV Show,Sci-Fi,English,2002,8.9,151,False,290070
367,Hic Show,TV Show,Comedy,Telugu,2020,5.8,134,True,501487
368,Necessitatibus Show,TV Show,Documentary,Hindi,2010,5.5,65,True,702412
369,Saepe Show,Movie,Thriller,Hindi,2021,6.8,159,False,45228
370,Nam Show,TV Show,Horror,Hindi,2023,3.8,116,False,818478
371,Nam Show,Movie,Thriller,Tamil,1997,9.5,90,False,923175
372,Vitae Show,Movie,Action,Tamil,1991,4.4,107,True,193043
373,Sed Show,TV Show,Action,English,2021,9.2,78,False,377563
374,Exercitationem Show,TV Show,Thriller,English,2017,4.0,169,True,837619
375,Deserunt Show,TV Show,Documentary,English,1990,8.7,35,False,370000
376,Expedita Show,Movie,Comedy,English,1999,4.5,73,False,642795
377,Esse Show,TV Show,Drama,English,1993,3.7,52,False,550159
378,Voluptas Show,Movie,Action,Bengali,1999,8.0,144,False,330106
379,Officiis Show,Movie,Horror,Hindi,2000,5.3,127,True,749981
