watch_id,user_id,show_id,watch_date,watch_duration,is_completed,device_type,city,rewatched_count,user_rating
59,2249,1446,2023-12-27,54,True,Mobile,Chennai,0,5
60,125,1884,2024-07-01,174,True,Mobile,Pune,0,4
61,7874,7700,2025-06-11,22,False,Mobile,Hyderabad,4,2
62,7216,2289,2024-06-01,11,False,Mobile,Chennai,2,5
63,1179,3083,2023-12-18,85,True,Smart TV,Kolkata,3,1
64,5292,5715,2023-10-18,114,False,Laptop,Hyderabad,3,1
65,9680,3864,2024-08-28,106,False,Laptop,Hyderabad,1,2
66,5288,305,2024-03-19,96,True,Tablet,Delhi,4,4
67,208,3467,2024-04-25,68,True,Laptop,Chennai,0,5
68,3142,4180,2024-09-25,23,True,Laptop,Delhi,1,3
69,8701,7157,2024-05-22,112,True,Laptop,Ahmedabad,2,2
70,2478,9262,2024-07-31,39,True,Mobile,Chennai,3,3
71,1937,555,2023-07-30,119,False,Mobile,Jaipur,3,1
72,4574,8642,2024-07-30,107,True,Tablet,Chennai,0,4
73,6762,1037,2025-04-12,18,False,Tablet,Kolkata,1,2
74,4933,7191,2023-10-17,33,False,Laptop,Bangalore,1,3
75,2195,2180,2024-06-16,121,True,Tablet,Ahmedabad,3,1
76,1554,9783,2025-02-16,50,False,Smart TV,Bangalore,2,2
77,2758,979,2024-11-08,41,False,Tablet,Chennai,4,3
78,4469,4981,2025-04-22,30,True,Mobile,Hyderabad,0,4
79,5944,3211,2024-01-28,179,False,Laptop,Jaipur,3,2
80,2456,5619,2024-01-28,79,True,Smart TV,Chennai,3,1
81,826,9706,2024-09-11,120,False,Mobile,Ahmedabad,1,2
82,7492,509,2025-01-15,98,False,Mobile,Kolkata,0,2
83,1421,4742,2025-06-29,11,False,Smart TV,Pune,3,4
84,4046,3948,2025-05-02,168,False,Tablet,Mumbai,3,2
85,2574,1313,2023-09-26,65,True,Tablet,Hyderabad,3,1
86,2539,3999,2024-02-09,167,True,Tablet,Chennai,0,2
87,2859,8852,2025-02-15,24,True,Mobile,Mumbai,3,5
88,3383,9316,2024-03-07,27,False,Laptop,Mumbai,3,3
89,113,8103,2023-07-15,41,False,Smart TV,Ahmedabad,1,3
90,4662,9784,2023-07-17,23,False,Laptop,Ahmedabad,2,5
91,2572,5392,2023-08-28,61,False,Laptop,Indore,4,2
92,8703,1840,2025-02-12,31,False,Laptop,Delhi,0,4
93,4772,481,2025-02-03,23,True,Laptop,Ahmedabad,4,5
94,4987,4763,2024-02-10,43,True,Laptop,Ahmedabad,3,5
95,7257,3916,2023-08-11,95,False,Smart TV,Bangalore,2,3
96,275,7294,2025-03-14,65,True,Mobile,Delhi,1,3
97,3445,5699,2024-06-23,72,True,Laptop,Ahmedabad,1,3
98,4717,1139,2024-04-26,153,False,Mobile,Ahmedabad,0,2
99,1714,2992,2024-05-27,89,True,Laptop,Kolkata,2,3
100,3353,6887,2023-08-18,49,False,Mobile,Chennai,0,5
101,3678,2234,2023-11-06,47,False,Smart TV,Delhi,1,1
102,6841,3442,2024-01-15,155,True,Smart TV,Ahmedabad,3,4
103,1914,2290,2025-03-06,32,False,Tablet,Delhi,0,2
104,9352,9525,2025-05-13,119,False,Smart TV,Jaipur,2,2
105,6053,7848,2023-10-17,57,True,Laptop,Delhi,0,3
106,7975,8509,2023-08-22,91,True,Tablet,Chennai,1,2
107,5553,9139,2025-01-28,122,True,Smart TV,Bangalore,0,1
108,6052,7808,2024-06-06,31,False,Tablet,Delhi,3,5
109,3971,9873,2024-03-12,134,True,Laptop,Chennai,1,5
110,4028,853,2025-03-07,63,True,Tablet,Ahmedabad,0,2
111,7511,2152,2023-08-14,49,False,Laptop,Ahmedabad,4,3
112,5579,9355,2024-06-23,39,False,Mobile,Indore,4,2
113,82,430,2025-03-02,51,False,Mobile,Ahmedabad,1,2
114,4331,7828,2024-10-27,179,True,Tablet,Chennai,3,4
115,2290,2051,2024-07-25,136,True,Smart TV,Chennai,2,4
116,174,8743,2023-11-14,91,False,Laptop,Bangalore,3,5
117,4809,447,2024-10-09,62,True,Laptop,Delhi,0,3
118,9631,7376,2024-05-28,10,False,Tablet,Ahmedabad,1,5
119,9649,4727,2024-08-24,115,False,Mobile,Delhi,4,2
120,969,2049,2025-02-08,36,False,Mobile,Pune,2,5
121,8530,9083,2023-11-16,26,True,Laptop,Indore,1,4
122,7594,3296,2023-11-28,72,False,Mobile,Hyderabad,1,1
123,6896,5419,2025-02-02,137,True,Smart TV,Delhi,1,1
124,2471,9068,2024-09-22,178,False,Tablet,Hyderabad,0,2
125,8280,6191,2024-08-07,130,False,Laptop,Ahmedabad,4,2
126,8535,511,2024-12-08,131,True,Smart TV,Jaipur,4,2
127,2277,6267,2025-06-10,136,False,Smart TV,Kolkata,4,5
128,1613,8459,2024-03-26,175,True,Laptop,Indore,2,5
129,9176,8526,2025-02-14,131,True,Mobile,Delhi,0,4
130,1082,1291,2025-03-20,75,False,Smart TV,Hyderabad,3,5
131,5437,9688,2024-03-07,32,False,Mobile,Kolkata,4,4
132,9989,4747,2023-11-10,157,True,Tablet,Jaipur,3,1
133,4084,500,2024-06-30,45,False,Smart TV,Bangalore,1,5
134,8384,2172,2025-06-30,179,True,Mobile,Pune,1,4
135,9812,2779,2023-12-21,159,False,Mobile,Pune,1,2
136,6176,7432,2025-02-09,20,False,Mobile,Ahmedabad,4,1
137,2726,8406,2024-02-06,37,False,Laptop,Hyderabad,1,4
138,8061,2069,2024-01-30,54,False,Tablet,Kolkata,0,4
139,1744,9239,2024-10-13,133,True,Mobile,Chennai,1,4
140,8244,4104,2025-01-16,131,False,Smart TV,Bangalore,4,1
141,4651,9754,2024-07-25,159,True,Tablet,Chennai,0,3
142,5786,7767,2024-10-03,90,True,Laptop,Delhi,4,5
143,9784,7265,2025-04-13,168,True,Tablet,Indore,1,1
144,3273,4486,2025-02-08,20,True,Tablet,Bangalore,0,2
145,5737,3030,2024-10-21,45,False,Laptop,Chennai,1,1
146,1162,9056,2023-11-06,87,False,Smart TV,Jaipur,0,2
147,6115,2205,2025-06-09,44,True,Laptop,Hyderabad,3,1
148,7427,3881,2025-05-14,136,True,Tablet,Hyderabad,0,2
149,5163,879,2024-04-30,160,True,Tablet,Hyderabad,3,4
150,4693,4445,2023-10-11,38,False,Laptop,Ahmedabad,1,3
151,9366,2216,2025-03-24,160,True,Mobile,Pune,0,5
152,4875,8942,2025-05-06,133,True,Mobile,Hyderabad,4,3
153,8879,3067,2024-11-23,25,True,Mobile,Chennai,0,1
154,7418,375,2025-06-27,112,True,Mobile,Delhi,0,5
155,4349,698,2024-10-19,93,True,Smart TV,Indore,0,3
156,5903,8660,2024-07-21,156,False,Smart TV,Pune,2,5
157,9960,8537,2024-12-30,105,False,Laptop,Delhi,4,4
158,5733,6829,2023-12-12,59,True,Mobile,Indore,0,3
159,8087,4112,2025-04-05,52,False,Mobile,Bangalore,0,5
160,5602,6576,2024-05-28,28,True,Laptop,Kolkata,1,5
161,8936,9832,2024-05-25,122,False,Mobile,Ahmedabad,4,5
162,6105,408,2024-11-15,130,False,Laptop,Pune,0,5
163,6201,4442,2025-04-14,27,False,Tablet,Mumbai,0,2
164,2044,3121,2025-05-25,143,False,Laptop,Mumbai,0,2
165,2685,4796,2024-03-19,44,False,Mobile,Mumbai,3,2
166,1616,8824,2024-02-13,23,True,Laptop,Chennai,2,4
167,9052,5996,2024-06-23,73,True,Smart TV,Indore,4,4
168,8954,499,2025-02-02,146,True,Laptop,Delhi,3,3
169,6020,1826,2025-07-12,172,True,Mobile,Delhi,0,2
170,834,5137,2024-04-23,11,False,Laptop,Bangalore,4,3
171,9212,1894,2024-08-12,15,True,Mobile,Indore,3,5
172,6338,3116,2025-06-13,108,False,Laptop,Mumbai,2,1
173,359,3324,2025-04-23,130,True,Laptop,Ahmedabad,3,5
174,4470,1234,2024-07-06,162,True,Laptop,Indore,1,3
175,1301,1727,2025-04-23,82,True,Smart TV,Pune,0,1
176,9398,6598,2024-09-21,144,False,Laptop,Bangalore,3,4
177,6605,8438,2025-01-09,72,False,Laptop,Hyderabad,2,1
178,6687,9022,2025-07-13,165,True,Laptop,Bangalore,0,5
179,6214,4680,2024-12-13,11,True,Laptop,Jaipur,1,3
180,8527,1479,2025-01-28,74,True,Mobile,Indore,1,2
181,4296,3713,2024-01-19,110,True,Laptop,Delhi,3,5
182,5807,5515,2024-12-12,161,True,Mobile,Chennai,0,3
183,1074,3982,2024-07-24,47,True,Laptop,Mumbai,3,5
184,9608,6590,2025-06-19,71,False,Laptop,Pune,1,1
185,369,590,2023-09-03,128,True,Mobile,Jaipur,4,4
186,1123,4143,2025-06-20,61,False,Laptop,Pune,3,1
187,8554,4176,2023-08-29,119,True,Mobile,Hyderabad,4,2
188,1239,5600,2025-04-26,83,False,Laptop,Delhi,0,3
189,8465,7843,2025-01-08,107,False,Tablet,Chennai,1,1
190,1957,2115,2024-03-20,72,False,Mobile,Ahmedabad,3,3
191,3122,4914,2023-12-06,148,False,Tablet,Chennai,3,5
192,8172,9894,2024-10-11,57,True,Mobile,Hyderabad,3,1
193,309,2487,2025-02-11,110,False,Laptop,Jaipur,0,1
194,6067,7954,2025-01-04,83,False,Laptop,Bangalore,0,2
195,1144,780,2023-11-01,47,True,Tablet,Hyderabad,2,1
196,190,7773,2024-04-14,145,False,Laptop,Hyderabad,3,4
197,3629,3112,2024-11-27,15,True,Laptop,Ahmedabad,0,3
198,3614,3646,2025-01-18,77,False,Mobile,Indore,1,5
199,270,958,2024-10-14,143,True,Smart TV,Jaipur,0,4
200,3323,6075,2023-08-25,120,False,Tablet,Hyderabad,0,4
201,7635,1851,2025-03-23,41,False,Smart TV,Bangalore,3,1
202,8262,3622,2024-06-12,47,True,Tablet,Hyderabad,4,4
203,2032,2377,2025-01-02,124,True,Smart TV,Mumbai,1,5
204,5105,636,2025-03-31,118,False,Laptop,Bangalore,4,4
205,4007,8944,2024-08-01,73,False,Smart TV,Ahmedabad,2,4
206,2894,7891,2024-07-04,63,False,Mobile,Pune,3,1
207,7620,4226,2023-10-15,122,True,Tablet,Pune,4,3
208,189,7269,2024-09-19,23,False,Laptop,Jaipur,0,3
209,1084,8991,2024-03-21,73,True,Laptop,Jaipur,0,2
210,7543,1940,2023-12-12,63,True,Tablet,Bangalore,2,3
211,1365,4423,2025-01-19,28,False,Smart TV,Bangalore,2,4
212,6560,1047,2024-05-20,176,True,Smart TV,Pune,1,2
213,5460,6315,2023-07-15,135,False,Laptop,Ahmedabad,1,2
214,2428,5294,2025-03-01,69,False,Smart TV,Chennai,3,1
215,8240,3038,2024-11-18,170,False,Mobile,Bangalore,2,2
216,5552,5219,2023-10-04,41,False,Tablet,Ahmedabad,3,1
217,6316,2969,2024-07-17,45,True,Mobile,Hyderabad,4,5
218,152,3689,2024-02-23,161,True,Tablet,Kolkata,1,2
219,4045,6277,2025-07-04,55,False,Laptop,Chennai,3,1
220,3508,9224,2024-01-04,23,True,Mobile,Pune,2,5
221,3007,9574,2025-01-08,127,False,Smart TV,Hyderabad,4,5
222,2737,8044,2023-07-29,59,True,Laptop,Ahmedabad,1,1
223,7692,110,2024-01-29,74,True,Laptop,Ahmedabad,3,2
224,8760,7334,2023-08-30,86,True,Smart TV,Indore,2,5
225,689,7370,2025-07-01,73,True,Tablet,Ahmedabad,3,3
226,4531,959,2023-11-13,32,True,Mobile,Pune,1,3
227,8699,6529,2024-04-11,134,True,Laptop,Chennai,4,2
228,5641,233,2024-05-01,93,False,Smart TV,Hyderabad,0,5
229,1020,8749,2025-03-21,79,True,Mobile,Chennai,4,1
230,1458,5640,2023-08-28,82,False,Tablet,Bangalore,3,2
231,1668,4093,2023-08-19,101,True,Tablet,Chennai,3,3
232,7773,1611,2024-02-26,83,False,Tablet,Jaipur,0,5
233,6457,8836,2023-10-15,163,False,Tablet,Jaipur,3,3
234,1750,9179,2023-12-17,53,False,Smart TV,Ahmedabad,4,4
235,1013,4562,2025-06-12,85,True,Smart TV,Bangalore,1,4
236,4381,7818,2023-09-29,150,False,Tablet,Hyderabad,4,1
237,2441,3809,2024-05-26,128,False,Mobile,Mumbai,4,1
238,7670,9158,2024-12-24,49,True,Smart TV,Kolkata,4,1
239,437,2156,2024-05-17,13,False,Tablet,Pune,1,5
240,1946,8350,2025-05-01,138,True,Mobile,Delhi,3,1
241,7675,6766,2024-07-31,15,True,Tablet,Hyderabad,4,3
242,5851,1590,2024-07-09,64,True,Laptop,Pune,1,2
243,2546,6060,2024-04-12,75,False,Laptop,Jaipur,3,4
244,1663,7284,2023-11-05,127,True,Laptop,Delhi,1,1
245,9679,1944,2024-07-21,155,False,Smart TV,Indore,1,1
246,6141,7036,2025-03-08,38,True,Mobile,Pune,4,2
247,169,5580,2023-07-14,62,False,Mobile,Mumbai,0,2
248,3232,9504,2024-06-18,170,False,Laptop,Pune,4,1
249,2924,1146,2023-10-07,140,True,Smart TV,Chennai,1,2
250,7747,6648,2023-11-11,157,False,Laptop,Kolkata,1,1
251,676,5772,2025-05-28,141,True,Mobile,Jaipur,1,4
252,1611,7203,2024-06-25,91,False,Smart TV,Chennai,2,3
253,4497,6096,2024-10-03,145,True,Tablet,Indore,4,5
254,3567,1217,2025-01-12,114,False,Laptop,Indore,0,2
255,3679,5296,2025-02-03,95,False,Mobile,Jaipur,3,4
256,8527,6726,2024-12-29,92,True,Tablet,Mumbai,0,4
257,5956,5496,2024-07-12,165,True,Laptop,Mumbai,0,2
258,2302,3580,2023-10-01,82,True,Mobile,Jaipur,2,4
259,6963,2714,2024-06-19,108,False,Mobile,Hyderabad,1,1
260,7308,3096,2024-06-11,35,True,Laptop,Pune,0,5
261,3371,527,2023-12-26,43,True,Laptop,Bangalore,1,1
262,9819,4675,2025-02-08,80,False,Mobile,Mumbai,4,2
263,6041,742,2024-03-23,103,True,Smart TV,Jaipur,1,1
264,1264,7634,2023-07-21,98,False,Laptop,Hyderabad,1,2
265,6252,7278,2024-05-27,36,False,Smart TV,Delhi,4,2
266,7190,5592,2025-05-22,42,False,Smart TV,Indore,4,4
267,6959,6075,2025-03-23,81,True,Tablet,Kolkata,0,2
268,9468,9941,2025-02-24,58,True,Smart TV,Hyderabad,2,3
269,8132,6819,2024-02-28,72,False,Mobile,Jaipur,3,3
270,7802,6439,2023-11-29,169,False,Smart TV,Hyderabad,4,4
271,9721,9424,2025-01-04,28,True,Smart TV,Pune,4,2
272,4720,7171,2024-07-04,31,True,Smart TV,Bangalore,3,5
273,9930,6514,2023-11-13,99,False,Tablet,Kolkata,1,5
274,3816,4123,2024-09-28,76,False,Mobile,Jaipur,4,5
275,3660,7947,2025-01-23,146,False,Mobile,Ahmedabad,3,1
276,884,3390,2024-10-27,172,True,Smart TV,Pune,0,5
277,2373,8070,2025-06-25,80,False,Laptop,Mumbai,2,2
278,4022,7720,2023-08-01,88,False,Mobile,Delhi,4,4
279,3395,9985,2024-12-29,141,False,Smart TV,Hyderabad,3,4
280,6699,5808,2024-02-27,46,True,Laptop,Jaipur,4,5
281,2395,2077,2023-12-24,37,False,Smart TV,Chennai,1,1
282,8520,1206,2024-08-14,146,False,Mobile,Pune,4,2
283,4061,3021,2024-09-11,44,False,Tablet,Chennai,4,2
284,1419,2266,2024-11-13,121,True,Smart TV,Ahmedabad,1,5
285,107,4258,2023-09-30,162,True,Tablet,Delhi,4,1
286,6292,4910,2024-07-26,18,True,Mobile,Mumbai,1,1
287,8362,1421,2025-06-18,61,True,Laptop,Indore,3,2
288,5753,4288,2025-01-22,154,True,Mobile,Kolkata,2,1
289,1005,6293,2024-05-25,18,False,Tablet,Ahmedabad,2,5
290,8266,4439,2024-07-06,63,False,Tablet,Mumbai,3,4
291,8753,1806,2024-05-17,142,False,Tablet,Chennai,0,4
292,1347,7569,2023-10-27,133,False,Laptop,Bangalore,0,1
293,3694,7048,2025-07-07,118,False,Mobile,Ahmedabad,2,4
294,3347,3122,2025-05-15,156,False,Tablet,Bangalore,3,4
295,7608,8175,2023-11-21,75,False,Laptop,Hyderabad,4,5
296,7906,4394,2025-05-02,54,True,Mobile,Delhi,3,2
297,312,5794,2025-05-30,80,True,Mobile,Ahmedabad,1,5
298,490,2704,2024-06-18,115,False,Smart TV,Jaipur,3,1
299,591,4180,2023-08-09,42,True,Laptop,Indore,0,1
300,2924,7417,2023-11-02,127,False,Mobile,Kolkata,4,2
301,3411,9746,2025-02-06,89,True,Laptop,Indore,4,4
302,4843,5692,2024-04-09,97,False,Mobile,Chennai,2,1
303,9518,9390,2024-03-12,103,False,Mobile,Indore,1,2
304,4280,4308,2024-01-21,163,False,Smart TV,Chennai,4,2
305,2748,2194,2023-09-07,54,False,Laptop,Bangalore,2,5
306,2225,1532,2024-05-16,44,False,Mobile,Pune,4,2
307,2603,4078,2024-11-22,90,True,Smart TV,Bangalore,0,5
308,7632,706,2024-01-10,111,True,Mobile,Bangalore,4,3
309,1410,5080,2024-10-02,19,False,Mobile,Mumbai,0,1
310,4031,2622,2023-09-03,50,True,Tablet,Kolkata,3,4
311,1338,3201,2024-03-17,123,False,Smart TV,Ahmedabad,0,1
312,1462,7594,2024-08-13,135,True,Laptop,Hyderabad,0,1
313,5691,7896,2024-03-09,26,True,Smart TV,Ahmedabad,0,4
314,5560,171,2024-06-05,136,False,Laptop,Ahmedabad,4,4
315,9235,7101,2024-02-10,80,True,Smart TV,Mumbai,1,5
316,9497,6629,2025-06-01,20,False,Smart TV,Ahmedabad,0,4
317,5578,8012,2024-07-22,72,True,Mobile,Pune,2,5
318,5034,3181,2023-10-19,29,False,Tablet,Hyderabad,4,5
319,9464,3448,2024-03-30,150,True,Tablet,Bangalore,1,5
320,5048,6487,2024-06-03,26,False,Mobile,Mumbai,1,2
321,7325,9938,2023-08-25,169,False,Tablet,Bangalore,4,1
322,8818,4201,2025-04-15,107,True,Mobile,Delhi,2,1
323,1975,986,2024-02-18,94,True,Mobile,Mumbai,3,2
324,7669,3009,2024-05-07,25,False,Laptop,Indore,4,4
325,7798,1051,2025-03-31,32,False,Smart TV,Pune,1,5
326,734,2867,2024-07-11,148,True,Mobile,Indore,3,2
327,8070,3970,2025-06-05,133,False,Mobile,Bangalore,1,5
328,4385,5917,2024-08-14,151,False,Laptop,Bangalore,0,3
329,2776,2764,2023-11-13,80,True,Mobile,Bangalore,3,1
330,1923,3145,2024-12-02,42,True,Laptop,Indore,4,1
331,6405,8009,2023-08-17,54,False,Mobile,Ahmedabad,4,1
332,2571,7617,2024-12-24,60,True,Tablet,Bangalore,2,5
333,9674,900,2023-12-19,124,True,Tablet,Chennai,3,4
334,1305,5965,2024-06-16,133,False,Smart TV,Chennai,2,1
335,731,9039,2024-11-06,96,True,Laptop,Delhi,4,1
336,557,8141,2023-07-30,160,False,Tablet,Chennai,2,5
337,5824,6128,2024-05-12,38,True,Tablet,Mumbai,3,4
338,7183,713,2025-01-02,15,False,Laptop,Indore,4,1
339,7950,1362,2025-06-18,176,False,Smart TV,Delhi,1,5
340,7054,5135,2023-10-05,142,True,Smart TV,Delhi,4,1
341,1528,2724,2024-03-18,105,False,Tablet,Chennai,2,2
342,2641,6800,2025-01-15,177,False,Tablet,Chennai,2,2
343,8592,3711,2025-03-22,99,True,Smart TV,Ahmedabad,4,1
344,1034,7129,2025-01-09,91,True,Mobile,Pune,0,5
345,7087,8274,2024-04-11,30,False,Tablet,Chennai,0,5
346,6020,1963,2023-08-08,68,False,Mobile,Kolkata,0,5
347,7893,7121,2024-12-10,157,False,Mobile,Ahmedabad,1,4
348,7844,8085,2025-04-05,33,True,Laptop,Indore,1,3
349,2843,5958,2023-12-04,140,True,Smart TV,Pune,1,5
350,1645,3812,2024-05-14,95,False,Tablet,Delhi,4,5
351,1526,38,2025-06-20,81,True,Laptop,Jaipur,4,1
352,2719,4335,2023-09-02,119,False,Laptop,Pune,3,5
353,5441,9706,2024-01-14,66,True,Mobile,Jaipur,0,3
354,610,9488,2024-01-29,119,False,Laptop,Kolkata,3,1
355,2514,7619,2023-08-05,102,True,Smart TV,Mumbai,0,5
356,109,8109,2025-01-08,80,False,Tablet,Mumbai,2,3
357,8541,8957,2024-11-09,79,False,Tablet,Jaipur,3,1
358,9519,9907,2025-05-20,79,True,Mobile,Chennai,4,4
359,5520,3778,2024-07-14,85,True,Tablet,Kolkata,2,4
360,4261,7486,2024-01-05,56,True,Mobile,Kolkata,3,1
361,2085,2945,2023-09-24,98,True,Smart TV,Bangalore,2,3
362,1708,5648,2025-05-15,28,True,Laptop,Pune,2,3
363,6777,3415,2023-10-26,150,False,Tablet,Chennai,2,2
364,7184,7332,2023-11-11,54,False,Laptop,Ahmedabad,4,2
365,4346,3901,2025-03-20,169,True,Smart TV,Mumbai,2,5
366,2179,8274,2025-03-03,167,False,Smart TV,Chennai,4,2
367,4620,9435,2024-12-16,94,False,Smart TV,Mumbai,1,1
368,558,6569,2023-08-26,135,False,Laptop,Mumbai,2,3
369,4609,5685,2025-04-07,179,False,Smart TV,Kolkata,0,3
370,9628,1204,2025-04-06,118,True,Laptop,Chennai,4,1
371,5655,896,2025-01-17,117,False,Smart TV,Jaipur,1,4
372,1919,5611,2024-06-13,81,False,Laptop,Chennai,4,2
373,6572,2159,2024-05-07,179,False,Mobile,Delhi,2,1
374,92,2552,2024-06-19,144,False,Smart TV,Indore,4,5
375,9416,4857,2024-06-16,140,True,Mobile,Jaipur,3,4
376,8916,419,2024-05-24,46,True,Tablet,Ahmedabad,3,1
377,9139,1816,2024-03-20,12,True,Smart TV,Ahmedabad,0,2
378,870,3870,2024-02-21,155,False,Mobile,Ahmedabad,4,4
379,9855,3462,2024-12-04,133,False,Mobile,Bangalore,2,5
380,8281,946,2023-07-17,179,False,Laptop,Chennai,2,4
381,7584,8259,2024-03-21,146,False,Laptop,Hyderabad,3,3
382,3512,3555,2024-01-11,161,False,Mobile,Delhi,4,1
383,399,7806,2025-02-04,16,True,Laptop,Mumbai,2,4
384,9209,3661,2024-11-18,106,True,Laptop,Bangalore,1,1
385,8452,7089,2023-11-29,179,False,Laptop,Delhi,2,1
386,3102,8052,2024-02-14,107,True,Tablet,Jaipur,4,1
387,8234,1351,2023-11-12,111,False,Tablet,Hyderabad,3,3
388,3803,1283,2024-11-12,111,False,Laptop,Bangalore,1,4
389,6753,6238,2024-12-01,65,True,Mobile,Delhi,2,3
390,944,916,2023-10-10,155,True,Laptop,Bangalore,0,2
391,6105,2318,2025-01-01,176,False,Mobile,Ahmedabad,0,4
392,4164,3466,2025-05-13,59,False,Mobile,Delhi,3,4
393,794,7004,2024-05-28,170,True,Smart TV,Jaipur,1,3
394,4803,2327,2024-09-25,37,True,Mobile,Pune,0,4
395,3956,5768,2024-02-14,34,False,Mobile,Pune,0,3
396,7711,5359,2024-01-01,151,False,Tablet,Ahmedabad,2,1
397,7751,6993,2024-03-30,93,False,Tablet,Kolkata,4,2
398,8667,965,2024-01-03,144,True,Mobile,Pune,2,1
399,8808,2788,2025-01-08,141,False,Laptop,Delhi,2,5
400,4543,1453,2023-11-20,167,True,Smart TV,Bangalore,3,5
401,2911,7710,2024-08-05,71,False,Smart TV,Delhi,2,1
402,6287,1382,2025-02-11,174,True,Smart TV,Kolkata,1,3
403,4293,3953,2024-06-15,94,False,Smart TV,Ahmedabad,1,5
404,8002,2704,2025-06-22,74,False,Tablet,Bangalore,4,5
405,6768,5098,2023-09-08,61,False,Mobile,Mumbai,0,3
406,2604,2457,2024-07-10,12,True,Smart TV,Pune,0,4
407,4013,2227,2024-09-13,86,False,Mobile,Jaipur,4,3
408,2761,9165,2024-12-11,144,False,Smart TV,Indore,4,2
409,7787,8304,2023-07-23,79,True,Smart TV,Jaipur,2,4
410,7119,159,2024-04-23,79,False,Tablet,Pune,3,4
411,5331,6521,2024-09-16,171,False,Laptop,Kolkata,0,2
